★电视家MY直播★,#genre#
广西卫视,http://nn.7x9d.cn/mk.php?ip=119.55.86.162:8014&id=gxws
贵州卫视,http://nn.7x9d.cn/mk.php?ip=119.55.86.162:8014&id=gzws
河北卫视,http://nn.7x9d.cn/mk.php?ip=119.55.86.162:8014&id=hebeiws
河南卫视,http://nn.7x9d.cn/mk.php?ip=119.55.86.162:8014&id=hnws
黑龙江卫视,http://nn.7x9d.cn/mk.php?ip=119.55.86.162:8014&id=hljws
湖北卫视,http://nn.7x9d.cn/mk.php?ip=119.55.86.162:8014&id=hbws
吉林卫视,http://nn.7x9d.cn/mk.php?ip=119.55.86.162:8014&id=jlws
江苏卫视,http://nn.7x9d.cn/mk.php?ip=119.55.86.162:8014&id=jsws
江西卫视,http://nn.7x9d.cn/mk.php?ip=119.55.86.162:8014&id=jxws
辽宁卫视,http://nn.7x9d.cn/mk.php?ip=119.55.86.162:8014&id=lnws
山东卫视,http://nn.7x9d.cn/mk.php?ip=119.55.86.162:8014&id=sdws
山西卫视,http://nn.7x9d.cn/mk.php?ip=119.55.86.162:8014&id=sxws
陕西卫视,http://nn.7x9d.cn/mk.php?ip=119.55.86.162:8014&id=shxws
深圳卫视,http://nn.7x9d.cn/mk.php?ip=119.55.86.162:8014&id=szws
四川卫视,http://nn.7x9d.cn/mk.php?ip=119.55.86.162:8014&id=scws
天津卫视,http://nn.7x9d.cn/mk.php?ip=119.55.86.162:8014&id=tjws
西藏卫视,http://nn.7x9d.cn/mk.php?ip=119.55.86.162:8014&id=xzws
延边卫视,http://nn.7x9d.cn/mk.php?ip=119.55.86.162:8014&id=live1019
浙江卫视,http://nn.7x9d.cn/mk.php?ip=119.55.86.162:8014&id=zjws
嘉佳卡通,http://nn.7x9d.cn/mk.php?ip=119.55.86.162:8014&id=live1049
金鹰卡通,http://nn.7x9d.cn/mk.php?ip=119.55.86.162:8014&id=live1048
★MY影视★内蒙地方,#genre#




内蒙古卫视[MY影视,http://play1-qk.nmtv.cn/live/3208526general.m3u8
内蒙古卫视[MY影视,http://play1-qk.nmtv.cn/live/2323general.m3u8
内蒙古卫视[MY影视,http://play1-qk.nmtv.cn/live/2359general.m3u8
内蒙古蒙语卫视[MY影视,http://play1-qk.nmtv.cn:80/live/1686560387346365.m3u8
内蒙古蒙语卫视[MY影视,http://play1-qk.nmtv.cn/live/2315general.m3u8
内蒙古蒙语卫视[MY影视,http://play1-qk.nmtv.cn/live/2324general.m3u8
内蒙古新闻综合频道[MY影视,http://play1-qk.nmtv.cn:80/live/1686560423879174.m3u8
内蒙古新闻综合频道[MY影视,http://play1-qk.nmtv.cn/live/2316general.m3u8
内蒙古新闻综合频道[MY影视,http://play1-qk.nmtv.cn/live/2325general.m3u8
内蒙古新闻综合频道[MY影视,http://play1-qk.nmtv.cn/live/2360general.m3u8
内蒙古文体娱乐频道[MY影视,http://play1-qk.nmtv.cn:80/live/1686561195713372.m3u8
内蒙古文体娱乐频道[MY影视,http://play1-qk.nmtv.cn/live/2319general.m3u8
内蒙古文体娱乐频道[MY影视,http://play1-qk.nmtv.cn/live/2328general.m3u8
内蒙古经济生活频道[MY影视,http://play1-qk.nmtv.cn:80/live/1686562470947181.m3u8
内蒙古经济生活频道[MY影视,http://play1-qk.nmtv.cn/live/2317general.m3u8
内蒙古经济生活频道[MY影视,http://play1-qk.nmtv.cn/live/2326general.m3u8
内蒙古农牧频道[MY影视,http://play1-qk.nmtv.cn:80/live/1686561299036179.m3u8
内蒙古农牧频道[MY影视,http://play1-qk.nmtv.cn/live/2320general.m3u8
内蒙古农牧频道[MY影视,http://play1-qk.nmtv.cn/live/2329general.m3u8
内蒙古少儿频道[MY影视,http://play1-qk.nmtv.cn:80/live/1686560464515368.m3u8
内蒙古少儿频道[MY影视,http://play1-qk.nmtv.cn/live/2318general.m3u8
内蒙古少儿频道[MY影视,http://play1-qk.nmtv.cn/live/2327general.m3u8
内蒙古文化频道[MY影视,http://play1-qk.nmtv.cn:80/live/1686561065304370.m3u8
内蒙古文化频道[MY影视,http://play1-qk.nmtv.cn/live/2321general.m3u8
内蒙古文化频道[MY影视,http://play1-qk.nmtv.cn/live/2330general.m3u8
内蒙古新闻广播可视化[MY影视,http://play1-qk.nmtv.cn/live/3414775general.m3u8
内蒙古农牧区广播可视化[MY影视,http://play1-qk.nmtv.cn/live/1902718general.m3u8
内蒙古评书曲艺广播可视化[MY影视,http://play1-qk.nmtv.cn/live/3414772general.m3u
呼和浩特,http://play1-qk.nmtv.cn/live/1735545967595013.m3u8
呼和浩特,http://play1-qk.nmtv.cn/live/1735545967595013.flv
呼和浩特,rtmp://play1-qk.nmtv.cn/live/1735545967595013
包头,http://play1-qk.nmtv.cn/live/1735546150395017.m3u8
包头,http://play1-qk.nmtv.cn/live/1735546150395017.flv
包头,rtmp://play1-qk.nmtv.cn/live/1735546150395017
达茂,http://pili-live-hls-nmgapp12019.nmgcyy.com.cn/nmgapp12019/live174278125035550.m3u8
达茂,http://pili-live-hls-nmgapp12019.nmgcyy.com.cn/nmgapp12019/live174278125035550.flv
达茂,rtmp://pili-live-hls-nmgapp12019.nmgcyy.com.cn/nmgapp12019/live174278125035550
赤峰,http://play1-qk.nmtv.cn/live/1735546697341033.m3u8
赤峰,http://play1-qk.nmtv.cn/live/1735546697341033.flv
赤峰,rtmp://play1-qk.nmtv.cn/live/1735546697341033
元宝山,http://l2yx82zv.live2.danghongyun.com/live/hls/8be0890a1b0c4d7aaf80b51ea8646682/5a8988f5ecc64986a19aa9b6b3a052a6.m3u8
鄂尔多斯,http://play1-qk.nmtv.cn/live/1735546299241021.m3u8
鄂尔多斯,http://play1-qk.nmtv.cn/live/1735546299241021.flv
鄂尔多斯,rtmp://play1-qk.nmtv.cn/live/1735546299241021
鄂尔多斯,http://live.nxw.org.cn/lsdream/h2mxgj4/1000/live.m3u8
鄂尔多斯2,http://live.nxw.org.cn/lsdream/3lZr8dK/1000/live.m3u8
鄂尔多斯3,http://live.nxw.org.cn/lsdream/ogvfqcp/1000/live.m3u8
乌兰察布,http://play1-qk.nmtv.cn/live/1735546836103043.m3u8
乌兰察布,http://play1-qk.nmtv.cn/live/1735546836103043.flv
乌兰察布,rtmp://play1-qk.nmtv.cn/live/1735546836103043
呼伦贝尔,http://play1-qk.nmtv.cn/live/1735546791130040.m3u8
呼伦贝尔,http://play1-qk.nmtv.cn/live/1735546791130040.flv
呼伦贝尔,rtmp://play1-qk.nmtv.cn/live/1735546791130040
巴彦淖尔,http://play1-qk.nmtv.cn/live/1735546423467029.m3u8
巴彦淖尔,http://play1-qk.nmtv.cn/live/1735546423467029.flv
巴彦淖尔,rtmp://play1-qk.nmtv.cn/live/1735546423467029
阿拉善,http://play1-qk.nmtv.cn/live/1735547046115053.m3u8
阿拉善,http://play1-qk.nmtv.cn/live/1735547046115053.flv
阿拉善,rtmp://play1-qk.nmtv.cn/live/1735547046115053
通辽,http://play1-qk.nmtv.cn/live/1735546745882037.m3u8
通辽,http://play1-qk.nmtv.cn/live/1735546745882037.flv
通辽,rtmp://play1-qk.nmtv.cn/live/1735546745882037
乌海,http://play1-qk.nmtv.cn/live/1735546358166026.m3u8
乌海,http://play1-qk.nmtv.cn/live/1735546358166026.flv
乌海,rtmp://play1-qk.nmtv.cn/live/1735546358166026
乌海,http://live.wuhainews.org.cn/xwzh/playlist.m3u8
乌海2,http://live.wuhainews.org.cn/dssh/sd/live.m3u8
兴安盟,http://play1-qk.nmtv.cn/live/1735546886977046.m3u8
兴安盟,http://play1-qk.nmtv.cn/live/1735546886977046.flv
兴安盟,rtmp://play1-qk.nmtv.cn/live/1735546886977046
锡林郭勒,http://play1-qk.nmtv.cn/live/1735546994821050.m3u8
锡林郭勒,http://play1-qk.nmtv.cn/live/1735546994821050.flv
锡林郭勒,rtmp://play1-qk.nmtv.cn/live/1735546994821050

★MY影视★四川地方,#genre#

乐山综合,http://m3u8file.lstv.org.cn/nmip-media/channellive/channel1/playlist.m3u8
乐山综合,http://pwpull.leshan.cn:80/live/21609091019110008654ed1a00000000/playlist.m3u8
乐山生活,http://m3u8file.lstv.org.cn/nmip-media/channellive/channel2/playlist.m3u8
乐山生活,http://pwpull.leshan.cn:80/live/216e177701911000eb46902c00000000/playlist.m3u8
i乐山,https://play-hwgy.vzan.com/slowlive/147517797332177132/live.m3u8?vzsign=4f924f96808a8cb6d13a33c10c411e5a&uid=0&uuid=9c0e1a58b14847c48f52495d82250f8a&vzsign2=7acc0a11424a4136cbf11a07bd8c7cb7
广安新闻综合,http://live1.gatv.com.cn:85/live/XWZH.m3u8
广安公共频道,http://live1.gatv.com.cn:85/live/GGPD_ggpdzm.m3u8
达州新闻综合,http://tv.drs.dzxw.net/channellive/xwzhpd-dz1.flv
达州公共频道,http://tv.drs.dzxw.net/channellive/ggpd-dz2.flv
达州通川频道,http://tv.drs.dzxw.net/channellive/tcpd-dz3.flv
泸州新闻综合,http://m3u8.channel.luzhoubs.com/nmip-media/channellive/channel106011/playlist.m3u8
泸州公共频道,http://m3u8.channel.luzhoubs.com/nmip-media/channellive/channel102221/playlist.m3u8
泸州科教频道,http://m3u8.channel.luzhoubs.com/nmip-media/channellive/channel103074/playlist.m3u8
凉山新闻综合,http://file.yizu.tv/nmip-media/channellive/channel106606/playlist.m3u8
凉山彝语频道,http://file.yizu.tv/nmip-media/channellive/channel107323/playlist.m3u8
自贡综合频道,http://110.189.153.160:1001/zhpd.flv
自贡公共频道,http://110.189.153.160:1002/ggpd.flv
甘孜综合频道,http://tv.drs.ganzitv.com:8100/channellive/gztv.flv
南部新闻综合,http://pili-live-rtmp.148.i2863.com/i2863-148/live_148_811389.m3u8
营山电视台,http://file.ysxtv.cn/cms/videos/nmip-media/channellive/channel4/playlist.m3u8
黑水新闻综合,http://live.schstv.com:90/live/xwzh.m3u8
金川新闻综合,http://live.jinchuanrmt.com:90/live/zhxw.m3u8
金川乡村频道,http://live.jinchuanrmt.com:90/live/jcxc.m3u8
松潘新闻综合,http://live.spccmc.com:90/live/spxwzh.m3u8
汶川新闻综合,http://live.iwcmt.cn:90/live/zhxw.m3u8
马尔康综合频道,http://live.zmmek.com:90/live/zhxw.m3u8
利州综合频道,http://tvfile.lzgbdst.com/nmip-media/channellive/channel106876/playlist.m3u8
青神综合频道,http://lmt.scqstv.com/live1/live1.m3u8
乐至综合频道,http://175.155.106.72:89/live1/live1.m3u8
康定新闻综合,http://m3u8-kd.channel.ganzitv.com/nmip-media-yajiang/channellive/channel100663/playlist.m3u8
汉源综合频道,http://live.hyxrmt.com:85/live/xwpd.m3u8
泸县新闻综合,http://lxfile.lxxcb.cn/nmip-media/channellive/channel103799/playlist.m3u8
叙永综合频道,http://luzhi.xuyongrongmei.com:1935/live/_definst_/xyxw/playlist.m3u8
三台电视一套,http://125.65.94.91:12351/live
三台电视二套,http://125.65.94.91:12353/live
★MY影视★吉林地方,#genre#

德惠综合,http://stream11.jlntv.cn/dehuitv/sd/live.m3u8?zjild
东丰综合,http://stream5.jlntv.cn/df/sd/live.m3u8
东丰综合,http://stream5.jlntv.cn/df/sd/live.m3u8?zjild
东辽综合,http://stream5.jlntv.cn/dl/sd/live.m3u8
桦甸综合,http://stream10.jlntv.cn/huadian/sd/live.m3u8
桦甸综合,http://stream10.jlntv.cn/huadian/sd/live.m3u8?zjild
珲春新闻综合,http://stream8.jlntv.cn/hctv/sd/live.m3u8?zjild
辉南新闻综合,http://stream5.jlntv.cn/hn/sd/live.m3u8
辉南新闻综合,http://stream5.jlntv.cn/hn/sd/live.m3u8?zjild
江源综合,http://stream10.jlntv.cn/jiangyuantv/sd/live.m3u8
靖宇综合,http://stream8.jlntv.cn/jytv/sd/live.m3u8?zjild
九台综合,http://stream10.jlntv.cn/jiutaitv/sd/live.m3u8?zjild
柳河综合,http://stream5.jlntv.cn/lh/sd/live.m3u8?zjild
龙井综合,http://stream8.jlntv.cn/ljtv/sd/live.m3u8
龙井综合,http://stream8.jlntv.cn/ljtv/sd/live.m3u8?zjild
磐石综合,http://stream5.jlntv.cn/ps/sd/live.m3u8?zjild
舒兰新闻综合,http://stream8.jlntv.cn/shulan/sd/live.m3u8?zjild
双辽综合,http://stream5.jlntv.cn/sl/sd/live.m3u8?zjild
双阳综合,http://stream11.jlntv.cn/shuangyang/sd/live.m3u8?zjild
通化县综合,http://stream5.jlntv.cn/thx/sd/live.m3u8
通化县综合,http://stream5.jlntv.cn/thx/sd/live.m3u8?zjild
汪清综合,http://stream5.jlntv.cn/wq/sd/live.m3u8?zjild
延边,http://live.cloud.yanews.cn/video/s10001-YATV-2/index.m3u8?zjild
延边,http://live.ybtvyun.com/video/s100064819ee234a7/index.m3u8?zjild
延边,http://live.ybtvyun.com/video/s10016-af95004b6d1a/index.m3u8?zjild
延边朝鲜语综合,http://live.ybtvyun.com/video/s10006-b571c289a478/index.m3u8?zjild
延边朝鲜语综合,http://live.ybtvyun.com/video/s10016-19a16c47eb99/index.m3u8?zjild
延边汉语综合,http://live.ybtvyun.com/video/s100064819ee234a7/index.m3u8?zjild
延边汉语综合,http://live.ybtvyun.com/video/s10016-7e5f23de35df/index.m3u8?zjild
永吉综合频道,http://stream10.jlntv.cn/yongji/sd/live.m3u8

★MY影视★北京地方,#genre#



北京体育,http://m.061899.xyz/mg/bjty
北京新闻,http://m.061899.xyz/mg/bjxw
北京财经,http://m.061899.xyz/mg/bjcj
北京文艺,http://m.061899.xyz/mg/bjwy
北京生活,http://m.061899.xyz/mg/bjsh
北京少儿,http://m.061899.xyz/mg/bjkk
北京影视,http://m.061899.xyz/mg/bjys
北京纪实,http://m.061899.xyz/mg/bjjs
东方影视,http://m.061899.xyz/mg/shys
东方纪实,http://m.061899.xyz/mg/xjs
红色轮播,http://m.061899.xyz/mg/hslb
金色剧场,http://m.061899.xyz/mg/jsjc
乡村振兴,http://m.061899.xyz/mg/xczx

北京IPTV4K超清,http://114.241.111.224:85/tsfile/live/21/1021_1.m3u8?key=txiptv 

延庆电视台,http://videoplay.yanqingrmzx.com/yanqappvideo/yqingappvideo.m3u8?auth_key=1725670927-0-0-692111986e725c19ea6478b894e23911

怀柔电视台,http://1866360231.cloudvdn.com/a.m3u8?domain=pili-live-hdl-bjhr-tv.huairtv.com&player=1&streamid=bjhr-tv:bjhr-tv/huairtv&v3=1

怀柔电视台,http://bj.sohu.blog/bjhr.php?id=1

顺义综合频道,http://livebjsy.chinamcache.com/live/zb01.m3u8

顺义综合频道,http://livebjsy.chinamcache.com/live/zb02.m3u8

房山无线,https://livenew.funhillrm.com/fswx/sd/live.m3u8

房山有线,http://livenew.funhillrm.com/fsyx/sd/live.m3u8
四海钓鱼,http://112.132.10.54:9901/tsfile/live/1026_1.m3u8?key=txiptv&playlive=1&authid=0



北京影视,http://47.108.20.161:8866/beijing/beijing.php?id=bjys
北京纪实,http://47.108.20.161:8866/beijing/beijing.php?id=bjjs
北京文艺,http://47.108.20.161:8866/beijing/beijing.php?id=bjwy
北京财经,http://47.108.20.161:8866/beijing/beijing.php?id=bjcj
北京生活,http://47.108.20.161:8866/beijing/beijing.php?id=bjsh
北京新闻,http://47.108.20.161:8866/beijing/beijing.php?id=bjxw


BTV体育,http://m.061899.xyz/mg/bjty
BTV新闻,http://m.061899.xyz/mg/bjxw
BTV财经,http://m.061899.xyz/mg/bjcj
BTV文艺,http://m.061899.xyz/mg/bjwy
BTV生活,http://m.061899.xyz/mg/bjsh
卡酷少儿,http://m.061899.xyz/mg/bjkk
BTV影视,http://m.061899.xyz/mg/bjys
BTV科教,http://m.061899.xyz/mg/bjjs



★MY影视★天津地方,#genre#

天津卫视,http://tv.sohu.blog/d/fjbst.php?id=191

天津卫视,http://tjtv.sohu.blog:85/tsfile/live/16001_1.m3u8?key=txiptv&playlive=1&authid=0

天津新闻,http://tjtv.sohu.blog:85/tsfile/live/16002_1.m3u8?key=txiptv&playlive=1&authid=0


天津影视,http://tjtv.sohu.blog:85/tsfile/live/16004_1.m3u8?key=txiptv&playlive=1&authid=0

天津都市,http://tjtv.sohu.blog:85/tsfile/live/16005_1.m3u8?key=txiptv&playlive=1&authid=0

天津体育,http://tjtv.sohu.blog:85/tsfile/live/16006_1.m3u8?key=txiptv&playlive=1&authid=0

天津教育,http://tjtv.sohu.blog:85/tsfile/live/16007_1.m3u8?key=txiptv&playlive=1&authid=0



天津卫视,http://tjtv2.sohu.blog:9901/tsfile/live/16001_1.m3u8?key=txiptv&playlive=1&authid=0

天津新闻,http://tjtv2.sohu.blog:9901/tsfile/live/16002_1.m3u8?key=txiptv&playlive=1&authid=0

天津文艺,http://tjtv2.sohu.blog:9901/tsfile/live/16003_1.m3u8?key=txiptv&playlive=1&authid=0

天津影视,http://tjtv2.sohu.blog:9901/tsfile/live/16004_1.m3u8?key=txiptv&playlive=1&authid=0

天津都市,http://tjtv2.sohu.blog:9901/tsfile/live/16005_1.m3u8?key=txiptv&playlive=1&authid=0

天津体育,http://tjtv2.sohu.blog:9901/tsfile/live/16006_1.m3u8?key=txiptv&playlive=1&authid=0

天津教育,http://tjtv2.sohu.blog:9901/tsfile/live/16007_1.m3u8?key=txiptv&playlive=1&authid=0



天津卫视,http://tjtv3.sohu.blog:85/tsfile/live/16001_1.m3u8?key=txiptv&playlive=1&authid=0

天津新闻,http://tjtv3.sohu.blog:85/tsfile/live/16002_1.m3u8?key=txiptv&playlive=1&authid=0

天津影视,http://tjtv3.sohu.blog:85/tsfile/live/16004_1.m3u8?key=txiptv&playlive=1&authid=0

天津都市,http://tjtv3.sohu.blog:85/tsfile/live/16005_1.m3u8?key=txiptv&playlive=1&authid=0

天津体育,http://tjtv3.sohu.blog:85/tsfile/live/16006_1.m3u8?key=txiptv&playlive=1&authid=0

天津教育,http://tjtv3.sohu.blog:85/tsfile/live/16007_1.m3u8?key=txiptv&playlive=1&authid=0



静海电视台,http://live.jinghai.tjrmtzx.com/live/jh0909.m3u8

津南电视台,http://play.jinnantv.top/live/JNTV1.m3u8

武清电视台,http://tvpull.smartwq.cn/wqlive/convergencemedia/playlist.m3u8

滨海1套,https://traffic.jbh.tjbh.com/live/bhtv10/playlist.m3u8

滨海2套,https://traffic.jbh.tjbh.com/live/bhtv20/playlist.m3u8

宝坻电视台,https://tj.sohu.blog/tjbd.php

河东,http://125.37.56.240:1975/rtp/225.1.2.2:5002

河西,http://125.37.56.240:1975/rtp/225.1.2.4:5002

蓟州,http://125.37.56.240:1975/rtp/225.1.1.82:5002



★MY影视★江苏地方,#genre#

镇江-1,http://zjtv-wshls.homecdn.com/live/2aa50.m3u8?wsSession=6db346fad039327b1223d983-171280258830822&wsIPSercert=0f540f265a90d9637de4bfc98dba8554
镇江-2,http://zjtv-wshls.homecdn.com/live/2aa16.m3u8?wsSession=7525bc2371fef9193fbdbeb8-171280267129975&wsIPSercert=0f540f265a90d9637de4bfc98dba8554
无锡新闻,http://stream.thmz.com/wxtv1/sd/live.m3u8?_upt=4ba3ab191698644028
无锡生活,http://stream.thmz.com/wxtv4/sd/live.m3u8?_upt=968c13b81704871272
无锡经济,http://stream.thmz.com/wxtv5/sd/live.m3u8?_upt=cfacd5221704890772
无锡都市资讯,http://stream.thmz.com/wxtv3/sd/live.m3u8?zjiangsd
无锡都市资讯,http://stream.thmz.com/wxtv3/sd/live.m3u8?_upt=978cd8731706199708
无锡娱乐,http://stream.thmz.com/wxtv2/sd/live.m3u8?_upt=acffe97a1704940314
泗阳综合,http://3739115337.cloudvdn.com/a.m3u8?domain=siyang-tv-hls.cm.jstv.com&player=nwEAAKHdjSKP_58X&secondToken=secondToken%3A5FUijZmDyNMxtCDdne0YzSAwjuw&streamid=siyang-tv%3Asiyang-tv%2Fsiyangzh&v3=1
连云港新闻综合,http://live.lyg1.com/zhpd/sd/live.m3u8
连云港公共,http://live.lyg1.com/ggpd/sd/live.m3u8
镇江新闻综合,http://zjtv-wshls.homecdn.com/live/2aa50.m3u8?wsSession=a263bdc5a26cd01b57a80359-170493712215358&wsIPSercert=f56bd6194d219a5172dbed60eca6e9b0
镇江民生,http://zjtv-wshls.homecdn.com/live/2aa16.m3u8?wsSession=25eac7fcbe9d822bf028ffc8-170493717234726&wsIPSercert=f56bd6194d219a5172dbed60eca6e9b0
淮安公共,http://live1.habctv.com/ggpdsl/sd/live.m3u8?zjiangsd
淮安无线,http://live1.habctv.com/ysylsl/sd/live.m3u8?zjiangsd
海门经济生活,http://2061827158.cloudvdn.com/a.m3u8?domain=haimen-tv-rtmp.cm.jstv.com&player=rZQAAIs1YJWHAKAX&secondToken=secondToken%3A0T5mP-ljzoiHFflfbDWnYUWhycY&streamid=haimen-tv%3Ahaimen-tv%2Fhaimenjjzh&v3=1
海门教育,http://2061827158.cloudvdn.com/a.m3u8?domain=haimen-tv-rtmp.cm.jstv.com&player=rZQAAHySruaQAKAX&secondToken=secondToken%3Awziq3nhj5_ooRP0VogoHwI82vFo&streamid=haimen-tv%3Ahaimen-tv%2Fhaimenjyrw&v3=1
睢宁综合,http://3739115311.cloudvdn.com/a.m3u8?domain=suining-tv-hls.cm.jstv.com&player=TwMAAPjPskOkJ6kX&secondToken=secondToken%3AjegfwzYXwUE9HzG7kRfhCd81WMU&streamid=suining-tv%3Asuining-tv%2Fsuiningzh&v3=1&zjiangsd=
睢宁生活教育,http://3739115343.cloudvdn.com/a.m3u8?domain=suining-tv-hls.cm.jstv.com&player=yGsAAC1Webu1J6kX&secondToken=secondToken%3Amjk0jn9TQkTVaw0MnaOkN2uGNkk&streamid=suining-tv%3Asuining-tv%2Fsuiningsh&v3=1&zjiangsd=
睢宁三农,http://3739115337.cloudvdn.com/a.m3u8?domain=suining-tv-hls.cm.jstv.com&player=nwEAAJApyIx-AKAX&secondToken=secondToken%3AfyPrvACXUQ_VSZUu3Rxm-2py1fo&streamid=suining-tv%3Asuining-tv%2Fsuiningsn&v3=1
苏州新闻综合,vjms://csztv.2500sz.com:8500:3502/live/cid=1|c01&usep2p=1
苏州社会经济,vjms://csztv.2500sz.com:8500:3502/live/cid=2|c02&usep2p=1
苏州文化生活,vjms://csztv.2500sz.com:8500:3502/live/cid=3|c03&usep2p=1
★MY影视★浙江地方,#genre#
浙江新闻,https://ali-m-l.cztv.com/channels/lantian/channel007/1080p.m3u8
浙江经济生活,https://ali-m-l.cztv.com/channels/lantian/channel003/1080p.m3u8
浙江民生休闲,https://ali-m-l.cztv.com/channels/lantian/channel006/1080p.m3u8
浙江国际,https://ali-m-l.cztv.com/channels/lantian/channel010/1080p.m3u8
浙江少儿,https://ali-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8
浙江教科影视,https://ali-m-l.cztv.com/channels/lantian/channel004/1080p.m3u8
浙江影视娱乐,https://ali-m-l.cztv.com/channels/lantian/channel005/1080p.m3u8
之江纪录,https://ali-m-l.cztv.com/channels/lantian/channel012/1080p.m3u8
钱江频道,https://ali-m-l.cztv.com/channels/lantian/channel002/1080p.m3u8
杭州余杭综合,http://l.cztvcloud.com/channels/lantian/SXyuhang1/720p.m3u8
杭州余杭未来,http://l.cztvcloud.com/channels/lantian/SXyuhang3/720p.m3u8
杭州萧山综合,http://l.cztvcloud.com/channels/lantian/SXxiaoshan1/720p.m3u8
杭州萧山生活,http://l.cztvcloud.com/channels/lantian/SXxiaoshan2/720p.m3u8
杭州临平综合,http://l.cztvcloud.com/channels/lantian/SXyuhang2/720p.m3u8
宁波余姚综合,http://l.cztvcloud.com/channels/lantian/SXyuyao1/720p.m3u8
宁波象山综合,http://l.cztvcloud.com/channels/lantian/SXxiangshan1/720p.m3u8
绍兴新闻综合,http://live.shaoxing.com.cn/video/s10001-sxhb/index.m3u8
绍兴文化影视,http://live.shaoxing.com.cn/video/s10001-sxtv3/index.m3u8
绍兴嵊州综合,http://l.cztvcloud.com/channels/lantian/SXshengzhou1/720p.m3u8
绍兴诸暨综合,http://l.cztvcloud.com/channels/lantian/SXzhuji3/720p.m3u8
绍兴上虞综合,http://l.cztvcloud.com/channels/lantian/SXshangyu1/720p.m3u8
绍兴上虞文化影视,http://l.cztvcloud.com/channels/lantian/SXshangyu2/720p.m3u8
绍兴上虞新商都,http://l.cztvcloud.com/channels/lantian/SXshangyu3/720p.m3u8
温州龙游综合,http://l.cztvcloud.com/channels/lantian/SXlongyou1/720p.m3u8
温州龙游综合,https://l.cztvcloud.com/channels/lantian/SXlongyou1/720p.m3u8
温州龙游生活娱乐,https://l.cztvcloud.com/channels/lantian/SXlongyou2/720p.m3u8
温州文成综合,http://l.cztvcloud.com/channels/lantian/SXwencheng1/720p.m3u8
温州苍南综合,http://l.cztvcloud.com/channels/lantian/SXcangnan1/720p.m3u8
温州永嘉综合,http://l.cztvcloud.com/channels/lantian/SXyongjia1/720p.m3u8
嘉兴平湖综合,http://l.cztvcloud.com/channels/lantian/SXpinghu1/720p.m3u8
嘉兴平湖民生休闲,http://l.cztvcloud.com/channels/lantian/SXpinghu2/720p.m3u8
金华兰溪综合,http://l.cztvcloud.com/channels/lantian/SXlanxi1/720p.m3u8
金华金华东阳综合,http://l.cztvcloud.com/channels/lantian/SXdongyang1/720p.m3u8
丽水缙云综合,http://l.cztvcloud.com/channels/lantian/SXjinyun1/720p.m3u8
丽水龙泉综合,http://l.cztvcloud.com/channels/lantian/SXlongquan1/720p.m3u8
丽水青田综合,http://l.cztvcloud.com/channels/lantian/SXqingtian1/720p.m3u8
丽水庆元综合,http://l.cztvcloud.com/channels/lantian/SXqingyuan1/720p.m3u8
丽水松阳综合,http://l.cztvcloud.com/channels/lantian/SXsongyang1/720p.m3u8
丽水遂昌综合,http://l.cztvcloud.com/channels/lantian/SXsuichang1/720p.m3u8
丽水云和综合,http://l.cztvcloud.com/channels/lantian/SXyunhe1/720p.m3u8
舟山普陀综合,http://l.cztvcloud.com/channels/lantian/SXputuo1/720p.m3u8
衢州衢江综合,http://l.cztvcloud.com/channels/lantian/SXqujiang1/720p.m3u8
衢州龙游综合,https://l.cztvcloud.com/channels/lantian/SXlongyou1/720p.m3u8
衢州龙游生活,https://l.cztvcloud.com/channels/lantian/SXlongyou2/720p.m3u8
衢州开化综合,http://l.cztvcloud.com/channels/lantian/SXkaihua1/720p.m3u8
武义新闻综合,http://l.cztvcloud.com/channels/lantian/SXwuyi1/720p.m3u8?zzhed
平湖新闻综合,http://l.cztvcloud.com/channels/lantian/SXpinghu1/720p.m3u8?zzhed
平湖民生休闲,http://l.cztvcloud.com/channels/lantian/SXpinghu2/720p.m3u8?zzhed
萧山新闻综合,http://l.cztvcloud.com/channels/lantian/SXxiaoshan1/720p.m3u8?zzhed
萧山生活频道,http://l.cztvcloud.com/channels/lantian/SXxiaoshan2/720p.m3u8?zzhed
余杭综合频道,http://l.cztvcloud.com/channels/lantian/SXyuhang1/720p.m3u8?zzhed
余杭未来E频道,http://l.cztvcloud.com/channels/lantian/SXyuhang3/720p.m3u8?zzhed
余姚新闻综合,http://l.cztvcloud.com/channels/lantian/SXyuyao1/720p.m3u8?zzhed
余姚姚江文化,http://l.cztvcloud.com/channels/lantian/SXyuyao3/720p.m3u8?zzhed
嵊州新闻综合,http://l.cztvcloud.com/channels/lantian/SXshengzhou1/720p.m3u8?zzhed
嵊州新闻综合,https://hlsv2.quklive.com/live/1626935015913208/index.m3u8?zzhed
诸暨新闻综合,http://l.cztvcloud.com/channels/lantian/SXzhuji3/720p.m3u8?zzhed
上虞新闻综合,http://l.cztvcloud.com/channels/lantian/SXshangyu1/720p.m3u8?zzhed
上虞文化影院,http://l.cztvcloud.com/channels/lantian/SXshangyu2/720p.m3u8?zzhed
上虞新商都,http://l.cztvcloud.com/channels/lantian/SXshangyu3/720p.m3u8?zzhed
